"","x"
"5953","P38295"
"5954","P25620"
"5955","P53237"
"5956","Q12385"
"5957","P53311"
"5958","Q3E741"
"5959","Q3E736"
"5960","P13186"
"5961","Q08741"
"5962","Q12276"
"5963","P53341"
"5964","P21734"
"5965","P12954"
"5966","P53319"
"5967","P15731"
"5968","Q12091"
"5969","Q12166"
"5970","P53306"
"5971","Q12027"
"5972","Q08321"
"5973","P53252"
"5974","P21957"
"5975","Q06667"
"5976","Q12125"
"5977","P53960"
"5978","P12689"
"5979","P23638"
"5980","P22035"
"5981","Q08742"
"5982","P32943"
"5983","P19955"
"5984","P16639"
"5985","Q12100"
"5986","P11986"
"5987","Q12089"
"5988","P53314"
"5989","Q12044"
"5990","P54780"
"5991","P53316"
"5992","Q3E7X9"
"5993","P53269"
"5994","Q12230"
"5995","P18480"
"5996","P17442"
"5997","P53331"
"5998","Q6Q5K6"
"5999","P13365"
"6000","P38296"
"6001","P17255"
"6002","Q3E7Y5"
"6003","P53267"
"6004","Q6B2I9"
"6005","Q08604"
"6006","P13045"
"6007","P17967"
"6008","Q08728"
"6009","P53290"
"6010","P25502"
"6011","Q2V2P4"
"6012","P26754"
"6013","P15454"
"6014","P53253"
"6015","P22438"
"6016","P12612"
"6017","P11972"
"6018","P29496"
"6019","Q8TGM5"
"6020","Q08206"
"6021","P25333"
"6022","P53153"
"6023","P11978"
"6024","Q12016"
"6025","P22515"
"6026","P53394"
"6027","Q08773"
"6028","Q12063"
"6029","Q12086"
"6030","P38630"
"6031","P53329"
"6032","P17505"
"6033","P22353"
"6034","P53187"
"6035","Q8TGM4"
"6036","Q3E7Z7"
"6037","Q08281"
"6038","Q8TGL0"
"6039","Q12308"
"6040","Q3E808"
"6041","P21672"
"6042","P53320"
"6043","P19414"
"6044","Q6B0Y5"
"6045","Q08994"
"6046","P15442"
"6047","Q12223"
"6048","P04817"
"6049","Q12462"
"6050","P21623"
"6051","Q12028"
"6052","P53189"
"6053","Q8TGK0"
"6054","Q12386"
"6055","P53257"
"6056","Q08818"
"6057","P53260"
"6058","Q12167"
"6059","Q99181"
"6060","P53338"
"6061","P53250"
"6062","P12630"
"6063","Q3E7A0"
"6064","Q12047"
"6065","Q3E782"
"6066","Q8TGN0"
"6067","Q08419"
"6068","Q12074"
"6069","P04807"
"6070","Q08747"
"6071","Q12023"
"6072","P53335"
"6073","Q8TGK4"
"6074","Q08521"
"6075","P14127"
"6076","Q12488"
"6077","Q12163"
"6078","P53194"
"6079","P15274"
"6080","Q12383"
"6081","Q12071"
"6082","Q6Q5F3"
"6083","Q12153"
"6084","P53186"
"6085","Q08373"
"6086","Q08422"
"6087","P25554"
"6088","Q12012"
"6089","Q12048"
"6090","Q08873"
"6091","P53185"
"6092","Q12753"
"6093","Q12098"
"6094","P53271"
"6095","P21651"
"6096","Q12155"
"6097","P17157"
"6098","Q6B108"
"6099","Q08269"
"6100","P53249"
"6101","Q3E731"
"6102","P53296"
"6103","Q12217"
"6104","P18634"
"6105","P53312"
"6106","P03876"
"6107","Q12283"
"6108","Q8TGK8"
"6109","P32459"
"6110","P12904"
"6111","Q08217"
"6112","O13567"
"6113","P53289"
"6114","P38310"
"6115","Q3E7Z8"
"6116","Q12017"
"6117","Q08409"
"6118","Q08416"
"6119","Q10740"
"6120","Q08992"
"6121","Q12165"
"6122","P15790"
"6123","Q3E7Z4"
"6124","P13185"
"6125","Q12151"
"6126","Q12158"
"6127","Q8TGJ4"
"6128","Q08444"
"6129","Q6B0Y7"
"6130","P53136"
"6131","P53332"
"6132","Q12003"
"6133","P53266"
"6134","Q08268"
"6135","Q12310"
"6136","Q08216"
"6137","Q12392"
"6138","P22354"
"6139","P16965"
"6140","P18852"
"6141","P53326"
"6142","Q12232"
"6143","P32463"
"6144","P17898"
"6145","Q12387"
"6146","P53321"
"6147","P20050"
"6148","Q86ZR7"
"6149","P53327"
"6150","Q08817"
"6151","P19812"
"6152","P38738"
"6153","Q08446"
"6154","P54860"
"6155","Q08911"
"6156","Q8TGN2"
"6157","Q08457"
"6158","Q08985"
"6159","P53295"
"6160","Q08208"
"6161","P53330"
"6162","P20053"
"6163","P25344"
"6164","Q12079"
"6165","P25619"
"6166","Q08641"
"6167","P17064"
"6168","P22023"
"6169","P53190"
"6170","P38311"
"6171","P53552"
"6172","Q08734"
"6173","Q12099"
"6174","Q12379"
"6175","P17123"
"6176","Q12102"
"6177","Q3E802"
"6178","P53255"
"6179","Q8TGN3"
"6180","P53300"
"6181","Q08474"
"6182","P53920"
"6183","Q8TGM3"
"6184","Q08754"
"6185","P13433"
"6186","P53322"
"6187","P22219"
"6188","P53188"
"6189","P29547"
"6190","P13259"
"6191","Q08223"
"6192","Q12168"
"6193","Q3E811"
"6194","Q08417"
"6195","P53343"
"6196","P15436"
"6197","P53129"
"6198","P53155"
"6199","P53192"
"6200","P53152"
"6201","Q99208"
"6202","Q12040"
"6203","P15424"
"6204","P22516"
"6205","P25613"
"6206","Q2V2P3"
"6207","Q12264"
"6208","Q08498"
"6209","P53302"
"6210","Q12051"
"6211","Q08234"
"6212","P13181"
"6213","P53191"
"6214","Q06665"
"6215","P22133"
"6216","P53294"
"6217","P17423"
"6218","P53334"
"6219","P53283"
"6220","Q08900"
"6221","Q08293"
"6222","Q7LIF1"
"6223","P12709"
"6224","Q12235"
"6225","Q08980"
"6226","Q8TGJ0"
"6227","P19524"
"6228","P13587"
"6229","Q08285"
"6230","Q12082"
"6231","Q3E816"
"6232","Q12018"
"6233","Q08979"
"6234","Q2V2P5"
"6235","P53297"
"6236","Q12261"
"6237","P21771"
"6238","P19807"
"6239","Q8TGM9"
"6240","P21524"
"6241","P25340"
"6242","Q6B0W0"
"6243","P53390"
"6244","P53141"
"6245","Q6Q5P6"
"6246","Q08822"
"6247","P16861"
"6248","P53336"
"6249","P12683"
"6250","Q12124"
"6251","P53333"
"6252","P25390"
"6253","Q07897"
"6254","P19735"
"6255","Q12262"
"6256","P53219"
"6257","Q12110"
"6258","P22696"
"6259","P13188"
"6260","P25515"
"6261","Q08774"
"6262","P12753"
"6263","P53304"
"6264","Q12020"
"6265","P22517"
"6266","P53427"
"6267","P21827"
"6268","P28795"
"6269","P13382"
"6270","P53754"
"6271","Q2V2P6"
"6272","Q08620"
"6273","Q08496"
"6274","Q3E7Y7"
"6275","P53287"
"6276","Q08984"
"6277","Q3E739"
"6278","P20052"
"6279","Q08448"
"6280","Q05468"
"6281","Q08553"
"6282","P22134"
"6283","P53182"
"6284","P18544"
"6285","P18851"
"6286","Q08756"
"6287","Q6B0X1"
"6288","Q12234"
"6289","Q6Q5H1"
"6290","Q12380"
"6291","Q12309"
"6292","P38309"
"6293","Q12041"
"6294","Q12067"
"6295","P21576"
"6296","P12685"
"6297","O13568"
"6298","P03877"
"6299","Q8TGM6"
"6300","P29539"
"6301","P21657"
"6302","Q6Q572"
"6303","Q08347"
"6304","P22580"
"6305","Q2V2Q1"
"6306","Q12263"
"6307","P53318"
"6308","Q12311"
"6309","Q12280"
"6310","P25610"
"6311","Q12412"
"6312","Q12267"
"6313","Q12270"
"6314","P25607"
"6315","P53288"
"6316","P17555"
"6317","Q08989"
"6318","Q08646"
"6319","P15732"
"6320","Q8TGN4"
"6321","P18494"
"6322","P16661"
"6323","Q08622"
"6324","P17891"
"6325","Q3E7Z6"
"6326","Q6Q547"
"6327","Q3E7Z9"
"6328","P53549"
"6329","P53193"
"6330","Q8TGL1"
"6331","P53315"
"6332","Q3E735"
"6333","P53397"
"6334","Q6Q546"
"6335","Q12390"
"6336","Q12477"
"6337","Q03913"
"6338","P23337"
"6339","Q03730"
"6340","P18414"
"6341","P14904"
"6342","P22139"
"6343","Q07938"
"6344","Q12240"
"6345","Q7M4S9"
"6346","P31374"
"6347","Q02892"
"6348","Q00582"
"6349","Q03081"
"6350","P54964"
"6351","P56508"
"6352","Q04031"
"6353","Q6B0Y6"
"6354","Q12393"
"6355","Q96VH3"
"6356","P53437"
"6357","P47165"
"6358","P47119"
"6359","P40506"
"6360","P40446"
"6361","P38194"
"6362","P32340"
"6363","P29340"
"6364","P24031"
"6365","P12385"
"6366","P0CX33"
"6367","P0CX21"
"6368","P0C2I5"
"6369","A0A023PXF5"
"6370","P32480"
"6371","P29478"
"6372","P38863"
"6373","P53146"
"6374","P53885"
"6375","Q08905"
"6376","Q12127"
"6377","P40988"
"6378","P40555"
"6379","P38262"
"6380","A0A023PZE9"
"6381","P87270"
"6382","P47035"
"6383","P38741"
"6384","P39735"
"6385","P54781"
"6386","P36164"
"6387","Q12523"
"6388","Q8TGJ3"
"6389","P42947"
"6390","P0C2I4"
"6391","O74302"
"6392","P38361"
"6393","P38998"
"6394","Q03266"
"6395","P0C5M6"
"6396","P25594"
"6397","P53883"
"6398","P50110"
"6399","Q03981"
"6400","Q05549"
"6401","Q08683"
"6402","P04050"
"6403","P53907"
"6404","P38751"
"6405","P17709"
"6406","P47081"
"6407","P0C5Q2"
"6408","P0C2H7"
"6409","P0C5L5"
"6410","Q04359"
"6411","P35190"
"6412","P29467"
"6413","P38829"
"6414","P11353"
"6415","P25341"
"6416","P06242"
"6417","I2HB70"
"6418","P38294"
"6419","A0A023PZH5"
"6420","P06776"
"6421","P54199"
"6422","P25357"
"6423","P53303"
"6424","P48360"
"6425","P33311"
"6426","P42943"
"6427","P00635"
"6428","Q08693"
"6429","Q01852"
"6430","P47113"
"6431","Q06158"
"6432","Q04081"
"6433","P32910"
"6434","P41696"
"6435","Q8TGS1"
"6436","Q12429"
"6437","Q04231"
"6438","P0CH09"
"6439","P14907"
"6440","Q08745"
"6441","P23060"
"6442","P32791"
"6443","Q12092"
"6444","P54787"
"6445","P04161"
"6446","P04147"
"6447","P40056"
"6448","Q12242"
"6449","Q08649"
"6450","Q08322"
"6451","Q06631"
"6452","Q06116"
"6453","Q05027"
"6454","P40548"
"6455","P40217"
"6456","P40090"
"6457","P38922"
"6458","P21304"
"6459","P0CX75"
"6460","Q08108"
"6461","P42948"
"6462","P36126"
"6463","Q12358"
"6464","Q12349"
"6465","Q12272"
"6466","Q08750"
"6467","Q06057"
"6468","Q02749"
"6469","P53973"
"6470","P53718"
"6471","P53583"
"6472","P53133"
"6473","P40025"
"6474","P38692"
"6475","P36022"
"6476","P25372"
"6477","P11914"
"6478","P0C2H6"
"6479","O13573"
"6480","Q3E767"
"6481","Q08816"
"6482","P53934"
"6483","P47169"
"6484","P43633"
"6485","P42936"
"6486","P17890"
"6487","P10614"
"6488","Q08965"
"6489","P53115"
"6490","P33304"
"6491","Q08273"
"6492","P40993"
"6493","P36068"
"6494","P00937"
"6495","Q07651"
"6496","Q03771"
"6497","Q03888"
"6498","Q04336"
"6499","P40480"
"6500","P38306"
"6501","Q04067"
"6502","Q04767"
"6503","Q6B0V8"
"6504","Q8TGJ7"
"6505","Q8TGJ8"
"6506","Q6B2U8"
"6507","Q03792"
"6508","Q03898"
"6509","Q01939"
"6510","Q03375"
"6511","Q03419"
"6512","Q03533"
"6513","Q02100"
"6514","Q02961"
"6515","Q03049"
"6516","P04046"
"6517","Q02939"
"6518","O13297"
"6519","Q07623"
"6520","P39715"
"6521","P32904"
"6522","Q03648"
"6523","Q03281"
"6524","P02992"
"6525","Q8TGL5"
"6526","Q99219"
"6527","Q02772"
"6528","P38909"
"6529","P22135"
"6530","P07271"
"6531","P24867"
"6532","P40359"
"6533","P54786"
"6534","P54785"
"6535","P04173"
"6536","P47131"
"6537","Q07951"
"6538","P0CL24"
"6539","Q12374"
"6540","Q08726"
"6541","Q07881"
"6542","Q04924"
"6543","Q01574"
"6544","P53199"
"6545","P40896"
"6546","P40078"
"6547","P40074"
"6548","P0CF18"
"6549","P04385"
"6550","O13515"
"6551","O13517"
"6552","Q99252"
"6553","Q12692"
"6554","Q3E7B2"
"6555","Q12298"
"6556","Q12169"
"6557","Q12115"
"6558","Q12085"
"6559","Q12084"
"6560","Q12015"
"6561","Q07442"
"6562","Q05867"
"6563","Q06108"
"6564","Q04433"
"6565","P80967"
"6566","P53979"
"6567","P53924"
"6568","P53910"
"6569","P53604"
"6570","P53600"
"6571","P53598"
"6572","P53148"
"6573","P53094"
"6574","P49955"
"6575","P47066"
"6576","P40890"
"6577","P41814"
"6578","P40155"
"6579","P40450"
"6580","P39982"
"6581","P38861"
"6582","P38344"
"6583","P38300"
"6584","P36532"
"6585","P38110"
"6586","P32841"
"6587","P32561"
"6588","P32603"
"6589","P32344"
"6590","P28320"
"6591","P12962"
"6592","P14922"
"6593","P17649"
"6594","P10663"
"6595","P0CY01"
"6596","P0CX98"
"6597","P0C5L8"
"6598","P08456"
"6599","P07866"
"6600","O13570"
"6601","Q99247"
"6602","Q08271"
"6603","Q05900"
"6604","Q00416"
"6605","P53325"
"6606","P36094"
"6607","P34248"
"6608","P33334"
"6609","P32600"
"6610","P32479"
"6611","P32462"
"6612","A0A023PZF2"
"6613","Q2V2P7"
"6614","Q12083"
"6615","Q08902"
"6616","Q07980"
"6617","Q04697"
"6618","Q04434"
"6619","Q04322"
"6620","Q04013"
"6621","Q03703"
"6622","Q03148"
"6623","Q02950"
"6624","P87261"
"6625","P48015"
"6626","P41815"
"6627","P40073"
"6628","P39518"
"6629","P39106"
"6630","P38789"
"6631","P38757"
"6632","P38721"
"6633","P36127"
"6634","P38187"
"6635","P36091"
"6636","P36006"
"6637","P35181"
"6638","P0CF00"
"6639","P0C0T4"
"6640","P07560"
"6641","P00931"
"6642","O13543"
"6643","P38226"
"6644","P30657"
"6645","Q07992"
"6646","Q07927"
"6647","Q08960"
"6648","Q08412"
"6649","Q12056"
"6650","P11710"
"6651","P11484"
"6652","P0CX90"
"6653","P0CX65"
"6654","P0CF35"
"6655","P0CL32"
"6656","P0CL38"
"6657","P0CX30"
"6658","P53323"
"6659","Q8TGL9"
"6660","Q12275"
"6661","Q08218"
"6662","Q12013"
"6663","Q12080"
"6664","P12688"
"6665","P17214"
"6666","P53197"
"6667","Q12019"
"6668","Q12059"
"6669","P40358"
"6670","P22276"
"6671","Q12039"
"6672","P25441"
"6673","Q08886"
"6674","Q08278"
"6675","Q08789"
"6676","Q08991"
"6677","Q3E740"
"6678","P32383"
"6679","P53882"
"6680","P53344"
"6681","Q03723"
"6682","Q12090"
"6683","P22214"
"6684","P53538"
"6685","Q12159"
"6686","Q2V2Q3"
"6687","P25617"
"6688","Q12072"
"6689","Q12150"
"6690","P38631"
"6691","Q08280"
"6692","Q12274"
"6693","Q12088"
"6694","Q12069"
"6695","Q12303"
"6696","Q12282"
"6697","Q05471"
"6698","P53196"
"6699","P21825"
"6700","Q8TGM8"
"6701","Q08270"
"6702","P21592"
"6703","Q12224"
"6704","Q35811"
"6705","P20448"
"6706","P53268"
"6707","Q08492"
"6708","P16547"
"6709","Q08387"
"6710","Q12024"
"6711","Q3E7X8"
"6712","Q3E7Z0"
"6713","P39977"
"6714","P53946"
"6715","P0CX69"
"6716","A0A023PXK2"
"6717","A0A023PXI5"
"6718","A0A023PXI0"
"6719","A0A023PXH9"
"6720","A0A023PXH6"
"6721","A0A023PXG7"
"6722","A0A023PXE5"
"6723","A0A023PXD9"
"6724","A0A023PXB5"
"6725","A0A023PXB0"
"6726","A0A023PXA5"
